name,coname,sumlev,geocode,state,county,cousub,pop2020,hu2020
Township 1, Patterson; Alamance County; North Carolina,60,3700193292,37,1,93292,5135,2188
Township 2, Coble; Alamance County; North Carolina,60,3700193328,37,1,93328,4771,2050
Township 3, Boone Station; Alamance County; North Carolina,60,3700193368,37,1,93368,31742,12423
Township 4, Morton; Alamance County; North Carolina,60,3700193444,37,1,93444,5427,2320
Township 5, Faucette; Alamance County; North Carolina,60,3700193476,37,1,93476,3399,1565
Township 6, Graham; Alamance County; North Carolina,60,3700193520,37,1,93520,27169,11841
Township 7, Albright; Alamance County; North Carolina,60,3700193556,37,1,93556,4456,1938
Township 8, Newlin; Alamance County; North Carolina,60,3700193608,37,1,93608,6336,2752
Township 9, Thompson; Alamance County; North Carolina,60,3700193656,37,1,93656,10005,4254
Township 10, Melville; Alamance County; North Carolina,60,3700193684,37,1,93684,21866,9419
Township 11, Pleasant Grove; Alamance County; North Carolina,60,3700193704,37,1,93704,4741,2018
Township 12, Burlington; Alamance County; North Carolina,60,3700193712,37,1,93712,39971,17850
Township 13, Haw River; Alamance County; North Carolina,60,3700193732,37,1,93732,6397,2767
Ellendale township, Alexander County,60,3700391020,37,3,91020,3440,1537
Gwaltneys township, Alexander County,60,3700391364,37,3,91364,2138,969
Little River township, Alexander County,60,3700391848,37,3,91848,1419,652
Millers township, Alexander County,60,3700392068,37,3,92068,2137,909
Sharpes township, Alexander County,60,3700392908,37,3,92908,4791,2151
Sugar Loaf township, Alexander County,60,3700393168,37,3,93168,1278,595
Taylorsville township, Alexander County,60,3700393228,37,3,93228,11114,4483
Wittenburg township, Alexander County,60,3700394086,37,3,94086,10127,4664
Cherry Lane township, Alleghany County,60,3700590640,37,5,90640,1563,1513
Cranberry township, Alleghany County,60,3700590808,37,5,90808,390,380
Gap Civil township, Alleghany County,60,3700591204,37,5,91204,4211,2354
Glade Creek township, Alleghany County,60,3700591232,37,5,91232,2001,1377
Piney Creek township, Alleghany County,60,3700592508,37,5,92508,932,836
Prathers Creek township, Alleghany County,60,3700592564,37,5,92564,772,540
Whitehead township, Alleghany County,60,3700593960,37,5,93960,1019,666
Ansonville township, Anson County,60,3700790064,37,7,90064,1386,662
Burnsville township, Anson County,60,3700790452,37,7,90452,1732,818
Gulledge township, Anson County,60,3700791356,37,7,91356,1768,876
Lanesboro township, Anson County,60,3700791732,37,7,91732,4571,1491
Lilesville township, Anson County,60,3700791808,37,7,91808,2746,1335
Morven township, Anson County,60,3700792140,37,7,92140,1582,741
Wadesboro township, Anson County,60,3700793876,37,7,93876,7796,3709
White Store township, Anson County,60,3700793996,37,7,93996,474,202
Chestnut Hill township, Ashe County,60,3700990648,37,9,90648,830,555
Clifton township, Ashe County,60,3700990696,37,9,90696,1741,1058
Creston township, Ashe County,60,3700990820,37,9,90820,598,404
Elk township, Ashe County,60,3700991004,37,9,91004,586,463
Grassy Creek township, Ashe County,60,3700991282,37,9,91282,505,390
Helton township, Ashe County,60,3700991448,37,9,91448,640,409
Horse Creek township, Ashe County,60,3700991540,37,9,91540,592,355
Hurricane township, Ashe County,60,3700991568,37,9,91568,269,207
Jefferson township, Ashe County,60,3700991652,37,9,91652,4736,2640
Laurel township, Ashe County,60,3700991740,37,9,91740,367,219
North Fork township, Ashe County,60,3700992316,37,9,92316,880,576
Obids township, Ashe County,60,3700992364,37,9,92364,1299,1008
Old Fields township, Ashe County,60,3700992376,37,9,92376,2796,2011
Peak Creek township, Ashe County,60,3700992456,37,9,92456,1176,852
Pine Swamp township, Ashe County,60,3700992504,37,9,92504,2590,1658
Piney Creek township, Ashe County,60,3700992512,37,9,92512,996,598
Pond Mountain township, Ashe County,60,3700992544,37,9,92544,241,166
Walnut Hill township, Ashe County,60,3700993892,37,9,93892,1482,901
West Jefferson township, Ashe County,60,3700993956,37,9,93956,4253,2465
Altamont township, Avery County,60,3701190052,37,11,90052,1123,703
Banner Elk township, Avery County,60,3701190148,37,11,90148,3293,4480
Beech Mountain township, Avery County,60,3701190212,37,11,90212,601,432
Carey's Flat township, Avery County,60,3701190510,37,11,90510,153,167
Cranberry township, Avery County,60,3701190812,37,11,90812,512,291
Elk Park township, Avery County,60,3701191018,37,11,91018,1255,615
Frank township, Avery County,60,3701191154,37,11,91154,286,145
Heaton township, Avery County,60,3701191442,37,11,91442,337,231
Hughes township, Avery County,60,3701191558,37,11,91558,439,246
Ingalls township, Avery County,60,3701191582,37,11,91582,2872,573
Linville township, Avery County,60,3701191826,37,11,91826,641,1300
Minneapolis township, Avery County,60,3701192090,37,11,92090,371,225
Montezuma township, Avery County,60,3701192110,37,11,92110,601,372
Newland No. 1 township, Avery County,60,3701192262,37,11,92262,1147,730
Newland No. 2 township, Avery County,60,3701192263,37,11,92263,1052,606
Pineola township, Avery County,60,3701192502,37,11,92502,1562,1856
Plumtree township, Avery County,60,3701192538,37,11,92538,656,360
Pyatte township, Avery County,60,3701192586,37,11,92586,438,240
Roaring Creek township, Avery County,60,3701192708,37,11,92708,467,255
Bath township, Beaufort County,60,3701390168,37,13,90168,4287,2908
Chocowinity township, Beaufort County,60,3701390664,37,13,90664,8682,4779
Long Acre township, Beaufort County,60,3701391896,37,13,91896,8685,4203
Pantego township, Beaufort County,60,3701392436,37,13,92436,6012,3226
Richland township, Beaufort County,60,3701392664,37,13,92664,2623,1905
Washington township, Beaufort County,60,3701393904,37,13,93904,14363,7069
Colerain township, Bertie County,60,3701590712,37,15,90712,2652,1426
Indian Woods township, Bertie County,60,3701591580,37,15,91580,421,250
Merry Hill township, Bertie County,60,3701592044,37,15,92044,872,551
Mitchell township, Bertie County,60,3701592096,37,15,92096,2261,1112
Roxobel township, Bertie County,60,3701592768,37,15,92768,1310,692
Snakebite township, Bertie County,60,3701593008,37,15,93008,1026,608
Whites township, Bertie County,60,3701593988,37,15,93988,1273,755
Windsor township, Bertie County,60,3701594064,37,15,94064,7108,3019
Woodville township, Bertie County,60,3701594104,37,15,94104,1011,523
Abbotts township, Bladen County,60,3701790004,37,17,90004,939,423
Bethel township, Bladen County,60,3701790244,37,17,90244,3766,1727
Bladenboro township, Bladen County,60,3701790296,37,17,90296,5131,2528
Brown Marsh township, Bladen County,60,3701790392,37,17,90392,1432,725
Carvers Creek township, Bladen County,60,3701790528,37,17,90528,1540,780
Central township, Bladen County,60,3701790604,37,17,90604,1028,469
Colly township, Bladen County,60,3701790724,37,17,90724,1923,1765
Cypress Creek township, Bladen County,60,3701790860,37,17,90860,783,368
Elizabethtown township, Bladen County,60,3701791000,37,17,91000,6067,2887
Frenches Creek township, Bladen County,60,3701791180,37,17,91180,848,455
Hollow township, Bladen County,60,3701791508,37,17,91508,2033,924
Lake Creek township, Bladen County,60,3701791720,37,17,91720,770,442
Turnbull township, Bladen County,60,3701793784,37,17,93784,605,280
White Oak township, Bladen County,60,3701793964,37,17,93964,1533,726
Whites Creek township, Bladen County,60,3701793992,37,17,93992,1208,632
Lockwoods Folly township, Brunswick County,60,3701991884,37,19,91884,29371,20773
Northwest township, Brunswick County,60,3701992324,37,19,92324,15305,6545
Shallotte township, Brunswick County,60,3701992900,37,19,92900,32500,25290
Smithville township, Brunswick County,60,3701992992,37,19,92992,18461,16982
Town Creek township, Brunswick County,60,3701993252,37,19,93252,38004,17379
Waccamaw township, Brunswick County,60,3701993868,37,19,93868,3052,1361
Asheville city, Buncombe County,60,3702190086,37,21,90086,94589,47606
Asheville township, Buncombe County,60,3702190088,37,21,90088,18599,8990
Avery Creek township, Buncombe County,60,3702190108,37,21,90108,10508,5213
Black Mountain township, Buncombe County,60,3702190284,37,21,90284,14732,7440
Broad River township, Buncombe County,60,3702190380,37,21,90380,2001,1279
Fairview township, Buncombe County,60,3702191056,37,21,91056,12346,5468
Flat Creek township, Buncombe County,60,3702191116,37,21,91116,6432,2739
French Broad township, Buncombe County,60,3702191176,37,21,91176,7680,3016
Ivy township, Buncombe County,60,3702191604,37,21,91604,3907,1869
Leicester township, Buncombe County,60,3702191776,37,21,91776,21335,9332
Limestone township, Buncombe County,60,3702191816,37,21,91816,16142,7346
Lower Hominy township, Buncombe County,60,3702191932,37,21,91932,11503,5427
Reems Creek township, Buncombe County,60,3702192648,37,21,92648,14072,7081
Sandy Mush township, Buncombe County,60,3702192832,37,21,92832,1569,732
Swannanoa township, Buncombe County,60,3702193180,37,21,93180,15171,7231
Upper Hominy township, Buncombe County,60,3702193840,37,21,93840,18866,8372
Drexel township, Burke County,60,3702390912,37,23,90912,6299,2853
Icard township, Burke County,60,3702391572,37,23,91572,16165,7193
Jonas Ridge township, Burke County,60,3702391676,37,23,91676,657,567
Linville township, Burke County,60,3702391832,37,23,91832,1782,1111
Lovelady township, Burke County,60,3702391912,37,23,91912,8413,3970
Lower Creek township, Burke County,60,3702391920,37,23,91920,2512,1189
Lower Fork township, Burke County,60,3702391928,37,23,91928,3315,1536
Morganton township, Burke County,60,3702392136,37,23,92136,27704,11913
Quaker Meadows township, Burke County,60,3702392592,37,23,92592,7163,3217
Silver Creek township, Burke County,60,3702392952,37,23,92952,10525,4543
Smoky Creek township, Burke County,60,3702392996,37,23,92996,765,350
Upper Creek township, Burke County,60,3702393832,37,23,93832,1198,569
Upper Fork township, Burke County,60,3702393836,37,23,93836,1072,514
Township 1, Harrisburg; Cabarrus County; North Carolina,60,3702593284,37,25,93284,35039,12091
Township 2, Poplar Tent; Cabarrus County; North Carolina,60,3702593356,37,25,93356,48074,19167
Township 3, Odell; Cabarrus County; North Carolina,60,3702593380,37,25,93380,21345,6859
Township 4, Kannapolis; Cabarrus County; North Carolina,60,3702593436,37,25,93436,48221,20492
Township 5, New Gilead; Cabarrus County; North Carolina,60,3702593488,37,25,93488,4124,1690
Township 6, Rimertown; Cabarrus County; North Carolina,60,3702593532,37,25,93532,2937,1142
Township 7, Gold Hill; Cabarrus County; North Carolina,60,3702593572,37,25,93572,1639,668
Township 8, Mount Pleasant; Cabarrus County; North Carolina,60,3702593604,37,25,93604,5318,2259
Township 9, Georgeville; Cabarrus County; North Carolina,60,3702593644,37,25,93644,3896,1541
Township 10, Midland; Cabarrus County; North Carolina,60,3702593688,37,25,93688,8241,3126
Township 11, Central Cabarrus; Cabarrus County; North Carolina,60,3702593696,37,25,93696,27220,10023
Township 12, Concord; Cabarrus County; North Carolina,60,3702593716,37,25,93716,19750,8352
Globe township, Caldwell County,60,3702791244,37,27,91244,348,398
Hudson township, Caldwell County,60,3702791556,37,27,91556,12184,5286
Johns River township, Caldwell County,60,3702791672,37,27,91672,1363,736
Kings Creek township, Caldwell County,60,3702791700,37,27,91700,1652,805
Lenoir township, Caldwell County,60,3702791780,37,27,91780,19838,8874
Little River township, Caldwell County,60,3702791852,37,27,91852,3974,1832
Lovelady township, Caldwell County,60,3702791916,37,27,91916,18135,7814
Lower Creek township, Caldwell County,60,3702791924,37,27,91924,12489,5856
Mulberry township, Caldwell County,60,3702792180,37,27,92180,760,401
North Catawba township, Caldwell County,60,3702792304,37,27,92304,6500,2905
Patterson township, Caldwell County,60,3702792452,37,27,92452,2093,1235
Wilson Creek township, Caldwell County,60,3702794052,37,27,94052,82,151
Yadkin Valley township, Caldwell County,60,3702794116,37,27,94116,1234,638
Courthouse township, Camden County,60,3702990784,37,29,90784,3774,1524
Shiloh township, Camden County,60,3702992920,37,29,92920,2529,1036
South Mills township, Camden County,60,3702993044,37,29,93044,4052,1559
Atlantic township, Carteret County,60,3703190092,37,31,90092,561,431
Beaufort township, Carteret County,60,3703190180,37,31,90180,8630,5353
Cedar Island township, Carteret County,60,3703190588,37,31,90588,251,217
Davis township, Carteret County,60,3703190888,37,31,90888,317,243
Harkers Island township, Carteret County,60,3703191396,37,31,91396,1127,1178
Harlowe township, Carteret County,60,3703191400,37,31,91400,1503,758
Marshallberg township, Carteret County,60,3703192000,37,31,92000,395,320
Merrimon township, Carteret County,60,3703192040,37,31,92040,580,432
Morehead township, Carteret County,60,3703192120,37,31,92120,25449,21575
Newport township, Carteret County,60,3703192272,37,31,92272,9631,4420
Portsmouth township, Carteret County,60,3703192560,37,31,92560,0,0
Sea Level township, Carteret County,60,3703192884,37,31,92884,302,225
Smyrna township, Carteret County,60,3703193000,37,31,93000,658,372
Stacy township, Carteret County,60,3703193088,37,31,93088,187,133
Straits township, Carteret County,60,3703193156,37,31,93156,2594,1564
White Oak township, Carteret County,60,3703193968,37,31,93968,15501,13625
Anderson township, Caswell County,60,3703390056,37,33,90056,2088,964
Dan River township, Caswell County,60,3703390880,37,33,90880,2336,1170
Hightowers township, Caswell County,60,3703391492,37,33,91492,1864,859
Leasburg township, Caswell County,60,3703391756,37,33,91756,1168,604
Locust Hill township, Caswell County,60,3703391888,37,33,91888,2391,1089
Milton township, Caswell County,60,3703392080,37,33,92080,2033,1158
Pelham township, Caswell County,60,3703392468,37,33,92468,3316,1617
Stoney Creek township, Caswell County,60,3703393137,37,33,93137,3730,1688
Yanceyville township, Caswell County,60,3703394120,37,33,94120,3810,1295
Bandy's township, Catawba County,60,3703590140,37,35,90140,4902,2142
Caldwell township, Catawba County,60,3703590476,37,35,90476,7480,3197
Catawba township, Catawba County,60,3703590556,37,35,90556,8569,3751
Clines township, Catawba County,60,3703590700,37,35,90700,24939,10426
Hickory township, Catawba County,60,3703591468,37,35,91468,65461,29426
Jacobs Fork township, Catawba County,60,3703591636,37,35,91636,4993,2065
Mountain Creek township, Catawba County,60,3703592152,37,35,92152,11026,5583
Newton township, Catawba County,60,3703592284,37,35,92284,33240,14154
Albright township, Chatham County,60,3703790024,37,37,90024,2552,1162
Baldwin township, Chatham County,60,3703790136,37,37,90136,13378,5690
Bear Creek township, Chatham County,60,3703790172,37,37,90172,3458,1604
Cape Fear township, Chatham County,60,3703790504,37,37,90504,1358,628
Center township, Chatham County,60,3703790592,37,37,90592,8251,3706
Gulf township, Chatham County,60,3703791352,37,37,91352,3211,1557
Hadley township, Chatham County,60,3703791368,37,37,91368,3206,1394
Haw River township, Chatham County,60,3703791428,37,37,91428,1484,645
Hickory Mountain township, Chatham County,60,3703791472,37,37,91472,2986,1296
Matthews township, Chatham County,60,3703792012,37,37,92012,13224,5293
New Hope township, Chatham County,60,3703792240,37,37,92240,3745,1610
Oakland township, Chatham County,60,3703792352,37,37,92352,1262,582
Williams township, Chatham County,60,3703794016,37,37,94016,18170,8780
Beaverdam township, Cherokee County,60,3703990188,37,39,90188,766,742
Hothouse township, Cherokee County,60,3703991544,37,39,91544,1770,1323
Murphy township, Cherokee County,60,3703992192,37,39,92192,11467,6610
Notla township, Cherokee County,60,3703992336,37,39,92336,5197,3377
Shoal Creek township, Cherokee County,60,3703992932,37,39,92932,2513,1973
Valleytown township, Cherokee County,60,3703993852,37,39,93852,7061,3838
Township 1, Edenton; Chowan County; North Carolina,60,3704193276,37,41,93276,7124,3662
Township 2, Middle; Chowan County; North Carolina,60,3704193348,37,41,93348,3331,1794
Township 3, Upper; Chowan County; North Carolina,60,3704193400,37,41,93400,1306,650
Township 4, Yeopim; Chowan County; North Carolina,60,3704193456,37,41,93456,1947,1025
Brasstown township, Clay County,60,3704390360,37,43,90360,2022,1202
Hayesville township, Clay County,60,3704391436,37,43,91436,3953,2373
Hiawassee township, Clay County,60,3704391466,37,43,91466,1829,1539
Shooting Creek township, Clay County,60,3704392944,37,43,92944,1477,1047
Sweetwater township, Clay County,60,3704393192,37,43,93192,1001,583
Tusquittee township, Clay County,60,3704393792,37,43,93792,807,551
Cleveland, Cleveland County,60,3704590686,37,45,90686,99519,43630
Bogue township, Columbus County,60,3704790316,37,47,90316,2463,1391
Bolton township, Columbus County,60,3704790320,37,47,90320,1350,633
Bug Hill township, Columbus County,60,3704790436,37,47,90436,1952,914
Cerro Gordo township, Columbus County,60,3704790608,37,47,90608,3068,763
Chadbourn township, Columbus County,60,3704790612,37,47,90612,4314,2166
Fair Bluff township, Columbus County,60,3704791044,37,47,91044,1301,721
Lees township, Columbus County,60,3704791764,37,47,91764,3488,1623
Ransom township, Columbus County,60,3704792624,37,47,92624,4385,1989
South Williams township, Columbus County,60,3704793072,37,47,93072,4571,2194
Tatums township, Columbus County,60,3704793216,37,47,93216,2832,1347
Waccamaw township, Columbus County,60,3704793872,37,47,93872,1838,1079
Welches Creek township, Columbus County,60,3704793928,37,47,93928,1598,751
Western Prong township, Columbus County,60,3704793944,37,47,93944,810,363
Whiteville township, Columbus County,60,3704794000,37,47,94000,12043,5457
Williams township, Columbus County,60,3704794020,37,47,94020,4610,2042
Township 1, Craven County,60,3704993256,37,49,93256,8256,3488
Township 2, Craven County,60,3704993308,37,49,93308,8288,4407
Township 3, Craven County,60,3704993360,37,49,93360,3088,1554
Township 5, Craven County,60,3704993460,37,49,93460,3901,2008
Township 6, Craven County,60,3704993508,37,49,93508,21787,8790
Township 7, Craven County,60,3704993552,37,49,93552,16942,7088
Township 8, Craven County,60,3704993592,37,49,93592,35258,18013
Township 9, Craven County,60,3704993628,37,49,93628,3200,1452
Beaver Dam township, Cumberland County,60,3705190192,37,51,90192,1468,713
Black River township, Cumberland County,60,3705190288,37,51,90288,2014,863
Carvers Creek township, Cumberland County,60,3705190532,37,51,90532,25925,11376
Cedar Creek township, Cumberland County,60,3705190572,37,51,90572,13004,5667
Cross Creek township, Cumberland County,60,3705190832,37,51,90832,64912,31468
Eastover township, Cumberland County,60,3705190968,37,51,90968,13779,5852
Grays Creek township, Cumberland County,60,3705191296,37,51,91296,11308,4322
Manchester township, Cumberland County,60,3705191964,37,51,91964,24864,8827
Pearces Mill township, Cumberland County,60,3705192460,37,51,92460,17167,7420
Rockfish township, Cumberland County,60,3705192724,37,51,92724,63266,24638
Seventy-First township, Cumberland County,60,3705192892,37,51,92892,97021,41029
Crawford township, Currituck County,60,3705390816,37,53,90816,8251,3371
Fruitville township, Currituck County,60,3705391188,37,53,91188,1784,1532
Moyock township, Currituck County,60,3705392176,37,53,92176,8965,3258
Poplar Branch township, Currituck County,60,3705392552,37,53,92552,9100,7828
Atlantic township, Dare County,60,3705590096,37,55,90096,20246,18126
Croatan township, Dare County,60,3705590824,37,55,90824,1037,621
East Lake township, Dare County,60,3705590964,37,55,90964,124,69
Hatteras township, Dare County,60,3705591424,37,55,91424,2752,2841
Kinnakeet township, Dare County,60,3705591702,37,55,91702,1520,3153
Nags Head township, Dare County,60,3705592196,37,55,92196,11236,9427
Abbotts Creek township, Davidson County,60,3705790008,37,57,90008,14552,6149
Alleghany township, Davidson County,60,3705790032,37,57,90032,715,459
Arcadia township, Davidson County,60,3705790076,37,57,90076,12258,5181
Boone township, Davidson County,60,3705790328,37,57,90328,4935,2005
Conrad Hill township, Davidson County,60,3705790756,37,57,90756,9354,4082
Cotton Grove township, Davidson County,60,3705790780,37,57,90780,9214,4396
Emmons township, Davidson County,60,3705791028,37,57,91028,6776,3140
Hampton township, Davidson County,60,3705791392,37,57,91392,1766,729
Healing Spring township, Davidson County,60,3705791440,37,57,91440,2631,1548
Jackson Hill township, Davidson County,60,3705791628,37,57,91628,1001,493
Lexington township, Davidson County,60,3705791796,37,57,91796,32302,14413
Midway township, Davidson County,60,3705792064,37,57,92064,12635,5319
Reedy Creek township, Davidson County,60,3705792644,37,57,92644,5086,2227
Silver Hill township, Davidson County,60,3705792956,37,57,92956,6077,2841
Thomasville township, Davidson County,60,3705793232,37,57,93232,39926,17301
Tyro township, Davidson County,60,3705793796,37,57,93796,9052,3929
Yadkin College township, Davidson County,60,3705794112,37,57,94112,650,324
Calahaln township, Davie County,60,3705990472,37,59,90472,2562,1117
Clarksville township, Davie County,60,3705990668,37,59,90668,4084,1826
Farmington township, Davie County,60,3705991080,37,59,91080,11896,5476
Fulton township, Davie County,60,3705991192,37,59,91192,2124,931
Jerusalem township, Davie County,60,3705991660,37,59,91660,5709,2509
Mocksville township, Davie County,60,3705992100,37,59,92100,10775,4564
Shady Grove township, Davie County,60,3705992896,37,59,92896,5562,2330
Albertson township, Duplin County,60,3706190020,37,61,90020,2776,1176
Cypress Creek township, Duplin County,60,3706190864,37,61,90864,2904,1501
Faison township, Duplin County,60,3706191060,37,61,91060,3432,1733
Glisson township, Duplin County,60,3706191240,37,61,91240,1966,928
Island Creek township, Duplin County,60,3706191600,37,61,91600,9181,4535
Kenansville township, Duplin County,60,3706191688,37,61,91688,4551,2266
Limestone township, Duplin County,60,3706191820,37,61,91820,6928,3412
Magnolia township, Duplin County,60,3706191960,37,61,91960,2576,1261
Rockfish township, Duplin County,60,3706192728,37,61,92728,1667,772
Rose Hill township, Duplin County,60,3706192752,37,61,92752,2793,1297
Smith township, Duplin County,60,3706192972,37,61,92972,2441,1053
Warsaw township, Duplin County,60,3706193900,37,61,93900,5220,2648
Wolfscrape township, Duplin County,60,3706194092,37,61,94092,2280,1122
Carr township, Durham County,60,3706390516,37,63,90516,6451,3366
Durham township, Durham County,60,3706390932,37,63,90932,121863,53857
Lebanon township, Durham County,60,3706391760,37,63,91760,19618,7858
Mangum township, Durham County,60,3706391972,37,63,91972,9056,2849
Oak Grove township, Durham County,60,3706392344,37,63,92344,51982,20444
Triangle township, Durham County,60,3706393764,37,63,93764,115863,56185
Township 1, Tarboro; Edgecombe County; North Carolina,60,3706593300,37,65,93300,13623,6415
Township 2, Lower Conetoe; Edgecombe County; North Carolina,60,3706593344,37,65,93344,1561,707
Township 3, Upper Conetoe; Edgecombe County; North Carolina,60,3706593404,37,65,93404,611,299
Township 4, Deep Creek; Edgecombe County; North Carolina,60,3706593424,37,65,93424,794,357
Township 5, Lower Fishing Creek; Edgecombe County; North Carolina,60,3706593484,37,65,93484,1085,465
Township 6, Upper Fishing Creek; Edgecombe County; North Carolina,60,3706593544,37,65,93544,1236,661
Township 7, Swift Creek; Edgecombe County; North Carolina,60,3706593588,37,65,93588,2304,1050
Township 8, Sparta; Edgecombe County; North Carolina,60,3706593620,37,65,93620,2249,944
Township 9, Otter Creek; Edgecombe County; North Carolina,60,3706593652,37,65,93652,1587,767
Township 10, Lower Town Creek; Edgecombe County; North Carolina,60,3706593680,37,65,93680,2875,1381
Township 11, Walnut Creek; Edgecombe County; North Carolina,60,3706593708,37,65,93708,1429,615
Township 12, Rocky Mount; Edgecombe County; North Carolina,60,3706593724,37,65,93724,16218,7926
Township 13, Cokey; Edgecombe County; North Carolina,60,3706593728,37,65,93728,1759,777
Township 14, Upper Town Creek; Edgecombe County; North Carolina,60,3706593744,37,65,93744,1569,695
Abbotts Creek township, Forsyth County,60,3706790012,37,67,90012,13342,5997
Belews Creek township, Forsyth County,60,3706790216,37,67,90216,6226,2655
Bethania township, Forsyth County,60,3706790236,37,67,90236,9641,4310
Broadbay township, Forsyth County,60,3706790376,37,67,90376,2801,1298
Clemmonsville township, Forsyth County,60,3706790684,37,67,90684,18050,7607
Kernersville township, Forsyth County,60,3706791696,37,67,91696,32262,14660
Lewisville township, Forsyth County,60,3706791792,37,67,91792,19424,7908
Middle Fork I township, Forsyth County,60,3706792061,37,67,92061,1638,685
Middle Fork II township, Forsyth County,60,3706792062,37,67,92062,2939,1340
Old Richmond township, Forsyth County,60,3706792388,37,67,92388,5147,2337
Old Town township, Forsyth County,60,3706792396,37,67,92396,159,78
Salem Chapel township, Forsyth County,60,3706792808,37,67,92808,6911,3131
South Fork township, Forsyth County,60,3706793036,37,67,93036,2962,1270
Vienna township, Forsyth County,60,3706793864,37,67,93864,11543,4760
Winston township, Forsyth County,60,3706794068,37,67,94068,249545,112140
