name,coname,sumlev,geocode,state,county,cousub,pop2020,hu2020
Township 4, Pamlico County,60,3713793412,37,137,93412,1888,909
Township 5, Pamlico County,60,3713793464,37,137,93464,2566,1804
Elizabeth City township, Pasquotank County,60,3713990996,37,139,90996,10585,5468
Mount Hermon township, Pasquotank County,60,3713992164,37,139,92164,7917,3387
Newland township, Pasquotank County,60,3713992260,37,139,92260,2623,1103
Nixonton township, Pasquotank County,60,3713992292,37,139,92292,8987,3437
Providence township, Pasquotank County,60,3713992576,37,139,92576,8843,3243
Salem township, Pasquotank County,60,3713992804,37,139,92804,1613,772
Burgaw township, Pender County,60,3714190444,37,141,90444,8041,3411
Canetuck township, Pender County,60,3714190496,37,141,90496,299,153
Caswell township, Pender County,60,3714190548,37,141,90548,1419,663
Columbia township, Pender County,60,3714190728,37,141,90728,1959,972
Grady township, Pender County,60,3714191272,37,141,91272,2227,1126
Holly township, Pender County,60,3714191516,37,141,91516,1950,1053
Long Creek township, Pender County,60,3714191900,37,141,91900,2118,943
Rocky Point township, Pender County,60,3714192744,37,141,92744,7802,3133
Topsail township, Pender County,60,3714193248,37,141,93248,30544,16595
Union township, Pender County,60,3714193804,37,141,93804,3844,1878
Belvidere township, Perquimans County,60,3714390220,37,143,90220,1290,651
Bethel township, Perquimans County,60,3714390248,37,143,90248,3728,2350
Hertford township, Perquimans County,60,3714391464,37,143,91464,2453,1205
New Hope township, Perquimans County,60,3714392248,37,143,92248,3037,1522
Parkville township, Perquimans County,60,3714392448,37,143,92448,2497,1138
Allensville township, Person County,60,3714590040,37,145,90040,3106,1324
Bushy Fork township, Person County,60,3714590464,37,145,90464,2471,1132
Cunningham township, Person County,60,3714590852,37,145,90852,1656,1214
Flat River township, Person County,60,3714591120,37,145,91120,7407,3167
Holloway township, Person County,60,3714591512,37,145,91512,2341,1162
Mount Tirzah township, Person County,60,3714592168,37,145,92168,3308,1464
Olive Hill township, Person County,60,3714592404,37,145,92404,2387,1113
Roxboro township, Person County,60,3714592764,37,145,92764,15014,7044
Woodsdale township, Person County,60,3714594100,37,145,94100,1407,664
Arthur township, Pitt County,60,3714790080,37,147,90080,7158,3079
Ayden township, Pitt County,60,3714790112,37,147,90112,7489,3525
Belvoir township, Pitt County,60,3714790224,37,147,90224,8386,3295
Bethel township, Pitt County,60,3714790252,37,147,90252,2204,1090
Carolina township, Pitt County,60,3714790512,37,147,90512,1913,882
Chicod township, Pitt County,60,3714790652,37,147,90652,7119,2879
Falkland township, Pitt County,60,3714791064,37,147,91064,3861,1645
Farmville township, Pitt County,60,3714791084,37,147,91084,6164,2988
Fountain township, Pitt County,60,3714791152,37,147,91152,1251,597
Greenville township, Pitt County,60,3714791328,37,147,91328,47191,25755
Grifton township, Pitt County,60,3714791340,37,147,91340,4442,2029
Grimesland township, Pitt County,60,3714791344,37,147,91344,12689,5186
Pactolus township, Pitt County,60,3714792428,37,147,92428,6532,3205
Swift Creek township, Pitt County,60,3714793196,37,147,93196,1634,732
Winterville township, Pitt County,60,3714794072,37,147,94072,52210,23628
Columbus township, Polk County,60,3714990740,37,149,90740,6438,3367
Cooper Gap township, Polk County,60,3714990772,37,149,90772,2033,1108
Green Creek township, Polk County,60,3714991302,37,149,91302,3240,1626
Saluda township, Polk County,60,3714992816,37,149,92816,1896,1297
Tryon township, Polk County,60,3714993776,37,149,93776,3419,2158
White Oak township, Polk County,60,3714993980,37,149,93980,2302,1219
Asheboro township, Randolph County,60,3715190084,37,151,90084,24293,10758
Back Creek township, Randolph County,60,3715190116,37,151,90116,5556,2256
Brower township, Randolph County,60,3715190388,37,151,90388,1435,654
Cedar Grove township, Randolph County,60,3715190584,37,151,90584,9171,3876
Coleridge township, Randolph County,60,3715190716,37,151,90716,2186,1015
Columbia township, Randolph County,60,3715190732,37,151,90732,7235,3066
Concord township, Randolph County,60,3715190748,37,151,90748,2682,1164
Franklinville township, Randolph County,60,3715191172,37,151,91172,10055,4261
Grant township, Randolph County,60,3715191276,37,151,91276,6190,2539
Level Cross township, Randolph County,60,3715191784,37,151,91784,3622,1612
Liberty township, Randolph County,60,3715191800,37,151,91800,5660,2544
New Hope township, Randolph County,60,3715192252,37,151,92252,1256,551
New Market township, Randolph County,60,3715192268,37,151,92268,6356,2820
Pleasant Grove township, Randolph County,60,3715192532,37,151,92532,602,280
Providence township, Randolph County,60,3715192580,37,151,92580,6704,2837
Randleman township, Randolph County,60,3715192620,37,151,92620,10374,4330
Richland township, Randolph County,60,3715192668,37,151,92668,3779,1633
Tabernacle township, Randolph County,60,3715193208,37,151,93208,6596,2798
Trinity township, Randolph County,60,3715193768,37,151,93768,27399,11785
Union township, Randolph County,60,3715193808,37,151,93808,3020,1245
Beaverdam township, Richmond County,60,3715390200,37,153,90200,3213,1186
Black Jack township, Richmond County,60,3715390280,37,153,90280,460,217
Marks Creek township, Richmond County,60,3715391988,37,153,91988,12871,5898
Mineral Springs township, Richmond County,60,3715392084,37,153,92084,3310,1640
Rockingham township, Richmond County,60,3715392736,37,153,92736,14867,6940
Steeles township, Richmond County,60,3715393116,37,153,93116,493,207
Wolf Pit township, Richmond County,60,3715394088,37,153,94088,7732,3517
Alfordsville township, Robeson County,60,3715590028,37,155,90028,1852,731
Back Swamp township, Robeson County,60,3715590120,37,155,90120,4502,1510
Britts township, Robeson County,60,3715590372,37,155,90372,2927,1274
Burnt Swamp township, Robeson County,60,3715590460,37,155,90460,2319,905
East Howellsville township, Robeson County,60,3715590960,37,155,90960,2474,1034
Fairmont township, Robeson County,60,3715591052,37,155,91052,4264,2107
Gaddys township, Robeson County,60,3715591200,37,155,91200,1260,509
Lumber Bridge township, Robeson County,60,3715591936,37,155,91936,2193,838
Lumberton township, Robeson County,60,3715591940,37,155,91940,21795,10188
Maxton township, Robeson County,60,3715592016,37,155,92016,4653,2174
Orrum township, Robeson County,60,3715592420,37,155,92420,1691,770
Parkton township, Robeson County,60,3715592444,37,155,92444,3594,1493
Pembroke township, Robeson County,60,3715592472,37,155,92472,12612,4415
Philadelphus township, Robeson County,60,3715592484,37,155,92484,3283,1249
Raft Swamp township, Robeson County,60,3715592608,37,155,92608,2979,1220
Red Springs township, Robeson County,60,3715592640,37,155,92640,5182,2321
Rennert township, Robeson County,60,3715592656,37,155,92656,3063,1112
Rowland township, Robeson County,60,3715592760,37,155,92760,1919,923
Saddletree township, Robeson County,60,3715592780,37,155,92780,4357,1658
St. Pauls township, Robeson County,60,3715592796,37,155,92796,8127,3353
Shannon township, Robeson County,60,3715592904,37,155,92904,1155,413
Smiths township, Robeson County,60,3715592984,37,155,92984,5418,2039
Smyrna township, Robeson County,60,3715593004,37,155,93004,1541,680
Sterlings township, Robeson County,60,3715593120,37,155,93120,791,382
Thompson township, Robeson County,60,3715593236,37,155,93236,1034,433
Union township, Robeson County,60,3715593812,37,155,93812,2772,1079
West Howellsville township, Robeson County,60,3715593952,37,155,93952,2700,1063
Whitehouse township, Robeson County,60,3715593962,37,155,93962,756,351
Wisharts township, Robeson County,60,3715594080,37,155,94080,5317,2202
Huntsville township, Rockingham County,60,3715791564,37,157,91564,6417,2881
Leaksville township, Rockingham County,60,3715791752,37,157,91752,20081,10083
Madison township, Rockingham County,60,3715791956,37,157,91956,7579,3960
Mayo township, Rockingham County,60,3715792020,37,157,92020,6885,3152
New Bethel township, Rockingham County,60,3715792232,37,157,92232,6889,2880
Price township, Rockingham County,60,3715792568,37,157,92568,1551,712
Reidsville township, Rockingham County,60,3715792652,37,157,92652,19417,9600
Ruffin township, Rockingham County,60,3715792772,37,157,92772,5481,2615
Simpsonville township, Rockingham County,60,3715792960,37,157,92960,3973,1798
Wentworth township, Rockingham County,60,3715793936,37,157,93936,8557,3804
Williamsburg township, Rockingham County,60,3715794032,37,157,94032,4266,1946
Atwell township, Rowan County,60,3715990100,37,159,90100,13175,5463
China Grove township, Rowan County,60,3715990660,37,159,90660,26559,11305
Cleveland township, Rowan County,60,3715990692,37,159,90692,2936,1270
Franklin township, Rowan County,60,3715991160,37,159,91160,14267,6664
Gold Hill township, Rowan County,60,3715991256,37,159,91256,11629,4913
Litaker township, Rowan County,60,3715991840,37,159,91840,12252,5231
Locke township, Rowan County,60,3715991880,37,159,91880,14654,5311
Morgan township, Rowan County,60,3715992128,37,159,92128,3492,1911
Mount Ulla township, Rowan County,60,3715992172,37,159,92172,1776,762
Providence township, Rowan County,60,3715992584,37,159,92584,10412,4605
Salisbury township, Rowan County,60,3715992812,37,159,92812,29733,13177
Scotch Irish township, Rowan County,60,3715992860,37,159,92860,1805,792
Steele township, Rowan County,60,3715993112,37,159,93112,1836,743
Unity township, Rowan County,60,3715993828,37,159,93828,2349,1053
Camp Creek township, Rutherford County,60,3716190480,37,161,90480,1257,671
Chimney Rock township, Rutherford County,60,3716190656,37,161,90656,3067,3587
Colfax township, Rutherford County,60,3716190720,37,161,90720,8204,3733
Cool Spring township, Rutherford County,60,3716190768,37,161,90768,14213,6691
Duncans Creek township, Rutherford County,60,3716190924,37,161,90924,582,317
Gilkey township, Rutherford County,60,3716191224,37,161,91224,2075,989
Golden Valley township, Rutherford County,60,3716191252,37,161,91252,1054,627
Green Hill township, Rutherford County,60,3716191308,37,161,91308,2692,1335
High Shoals township, Rutherford County,60,3716191488,37,161,91488,7422,3347
Logan Store township, Rutherford County,60,3716191892,37,161,91892,3694,1731
Morgan township, Rutherford County,60,3716192132,37,161,92132,1528,759
Rutherfordton township, Rutherford County,60,3716192776,37,161,92776,11974,5610
Sulphur Springs township, Rutherford County,60,3716193172,37,161,93172,4793,2160
Union township, Rutherford County,60,3716193816,37,161,93816,1889,887
Belvoir township, Sampson County,60,3716390228,37,163,90228,1946,840
Dismal township, Sampson County,60,3716390904,37,163,90904,3814,1621
Franklin township, Sampson County,60,3716391164,37,163,91164,1905,1015
Halls township, Sampson County,60,3716391380,37,163,91380,2382,987
Herring township, Sampson County,60,3716391460,37,163,91460,1758,733
Honeycutt township, Sampson County,60,3716391528,37,163,91528,2954,1312
Lisbon township, Sampson County,60,3716391836,37,163,91836,1638,717
Little Coharie township, Sampson County,60,3716391844,37,163,91844,5404,2533
McDaniels township, Sampson County,60,3716391944,37,163,91944,1254,548
Mingo township, Sampson County,60,3716392088,37,163,92088,2727,1056
Newton Grove township, Sampson County,60,3716392288,37,163,92288,1939,841
North Clinton township, Sampson County,60,3716392308,37,163,92308,11153,4730
Piney Grove township, Sampson County,60,3716392516,37,163,92516,2417,993
Plain View township, Sampson County,60,3716392524,37,163,92524,4969,2006
South Clinton township, Sampson County,60,3716393032,37,163,93032,6507,2735
South River township, Sampson County,60,3716393052,37,163,93052,1609,782
Taylors Bridge township, Sampson County,60,3716393224,37,163,93224,1181,598
Turkey township, Sampson County,60,3716393780,37,163,93780,1734,756
Westbrook township, Sampson County,60,3716393939,37,163,93939,1745,678
Laurel Hill township, Scotland County,60,3716591748,37,165,91748,2910,1357
Spring Hill township, Scotland County,60,3716593080,37,165,93080,4066,1908
Stewartsville township, Scotland County,60,3716593132,37,165,93132,20513,8084
Williamson township, Scotland County,60,3716594036,37,165,94036,6685,2999
Almond township, Stanly County,60,3716790048,37,167,90048,3395,1432
Big Lick township, Stanly County,60,3716790264,37,167,90264,5306,2307
Center township, Stanly County,60,3716790596,37,167,90596,5551,2956
Endy township, Stanly County,60,3716791032,37,167,91032,1990,848
Furr township, Stanly County,60,3716791196,37,167,91196,11542,4817
Harris township, Stanly County,60,3716791416,37,167,91416,6245,2419
North Albemarle township, Stanly County,60,3716792296,37,167,92296,14869,6815
Ridenhour township, Stanly County,60,3716792680,37,167,92680,2949,1142
South Albemarle township, Stanly County,60,3716793028,37,167,93028,8183,3868
Tyson township, Stanly County,60,3716793800,37,167,93800,2474,1081
Beaver Island township, Stokes County,60,3716990208,37,169,90208,3355,1658
Big Creek township, Stokes County,60,3716990260,37,169,90260,1828,1014
Danbury township, Stokes County,60,3716990876,37,169,90876,1153,557
Meadows township, Stokes County,60,3716992028,37,169,92028,4890,2358
Peters Creek township, Stokes County,60,3716992480,37,169,92480,1813,932
Quaker Gap township, Stokes County,60,3716992588,37,169,92588,2772,1316
Sauratown township, Stokes County,60,3716992852,37,169,92852,5408,2603
Snow Creek township, Stokes County,60,3716993016,37,169,93016,2510,1295
Yadkin township, Stokes County,60,3716994108,37,169,94108,20791,9427
Bryan township, Surry County,60,3717190412,37,171,90412,2766,1395
Dobson township, Surry County,60,3717190908,37,171,90908,8367,3558
Eldora township, Surry County,60,3717190984,37,171,90984,3659,1617
Elkin township, Surry County,60,3717191016,37,171,91016,6283,3038
Franklin township, Surry County,60,3717191168,37,171,91168,2130,1126
Long Hill township, Surry County,60,3717191904,37,171,91904,1735,744
Marsh township, Surry County,60,3717191996,37,171,91996,2371,997
Mount Airy township, Surry County,60,3717192156,37,171,92156,23750,11514
Pilot township, Surry County,60,3717192496,37,171,92496,4085,1930
Rockford township, Surry County,60,3717192732,37,171,92732,1745,835
Shoals township, Surry County,60,3717192936,37,171,92936,1936,914
Siloam township, Surry County,60,3717192948,37,171,92948,1091,518
South Westfield township, Surry County,60,3717193064,37,171,93064,2069,940
Stewarts Creek township, Surry County,60,3717193128,37,171,93128,7000,3137
Westfield township, Surry County,60,3717193948,37,171,93948,2372,1173
Charleston township, Swain County,60,3717390624,37,173,90624,12207,6720
Forneys Creek UT, Swain County,60,3717391144,37,173,91144,14,30
Nantahala township, Swain County,60,3717392208,37,173,92208,1896,1591
Boyd township, Transylvania County,60,3717590344,37,175,90344,3747,1703
Brevard township, Transylvania County,60,3717590364,37,175,90364,11346,5683
Catheys Creek township, Transylvania County,60,3717590564,37,175,90564,3792,1790
Dunns Rock township, Transylvania County,60,3717590928,37,175,90928,5065,3482
Eastatoe township, Transylvania County,60,3717590948,37,175,90948,2840,1769
Gloucester township, Transylvania County,60,3717591248,37,175,91248,1173,674
Hogback township, Transylvania County,60,3717591504,37,175,91504,2207,2443
Little River township, Transylvania County,60,3717591864,37,175,91864,2816,1481
Alligator township, Tyrrell County,60,3717790044,37,177,90044,267,149
Columbia township, Tyrrell County,60,3717790736,37,177,90736,1975,1216
Gum Neck township, Tyrrell County,60,3717791360,37,177,91360,375,217
Scuppernong township, Tyrrell County,60,3717792872,37,177,92872,576,395
South Fork township, Tyrrell County,60,3717793040,37,177,93040,52,22
Buford township, Union County,60,3717990432,37,179,90432,10380,4173
Goose Creek township, Union County,60,3717991264,37,179,91264,16229,6139
Jackson township, Union County,60,3717991624,37,179,91624,14262,5348
Lanes Creek township, Union County,60,3717991736,37,179,91736,2765,1045
Marshville township, Union County,60,3717992004,37,179,92004,8432,3340
Monroe township, Union County,60,3717992108,37,179,92108,55230,20222
New Salem township, Union County,60,3717992280,37,179,92280,3646,1458
Sandy Ridge township, Union County,60,3717992836,37,179,92836,65555,20222
Vance township, Union County,60,3717993860,37,179,93860,61768,21841
Dabney township, Vance County,60,3718190868,37,181,90868,2871,1215
Henderson township, Vance County,60,3718191452,37,181,91452,19486,8860
Kittrell township, Vance County,60,3718191712,37,181,91712,5045,2151
Middleburg township, Vance County,60,3718192050,37,181,92050,3520,1723
Sandy Creek township, Vance County,60,3718192824,37,181,92824,6417,2620
Townsville township, Vance County,60,3718193752,37,181,93752,1283,865
Watkins township, Vance County,60,3718193916,37,181,93916,635,279
Williamsboro township, Vance County,60,3718194028,37,181,94028,3321,1563
Bartons Creek township, Wake County,60,3718390164,37,183,90164,23256,8620
Buckhorn township, Wake County,60,3718390420,37,183,90420,10670,3453
Cary township, Wake County,60,3718390536,37,183,90536,79310,34345
Cedar Fork township, Wake County,60,3718390576,37,183,90576,60629,25213
Holly Springs township, Wake County,60,3718391524,37,183,91524,53023,18558
House Creek township, Wake County,60,3718391548,37,183,91548,61113,31029
Leesville township, Wake County,60,3718391772,37,183,91772,46209,19869
Little River township, Wake County,60,3718391868,37,183,91868,15874,6190
Marks Creek township, Wake County,60,3718391992,37,183,91992,27390,10375
Meredith township, Wake County,60,3718392036,37,183,92036,19812,11020
Middle Creek township, Wake County,60,3718392056,37,183,92056,61695,23145
Neuse township, Wake County,60,3718392228,37,183,92228,81166,34482
New Light township, Wake County,60,3718392264,37,183,92264,10674,3864
Panther Branch township, Wake County,60,3718392440,37,183,92440,26873,10270
Raleigh township, Wake County,60,3718392612,37,183,92612,133800,61124
St. Marys township, Wake County,60,3718392788,37,183,92788,68961,26807
St. Matthews township, Wake County,60,3718392792,37,183,92792,82915,31812
Swift Creek township, Wake County,60,3718393200,37,183,93200,56558,24128
Wake Forest township, Wake County,60,3718393880,37,183,93880,95488,36032
White Oak township, Wake County,60,3718393984,37,183,93984,113994,42246
Fishing Creek township, Warren County,60,3718591112,37,185,91112,1626,811
Fork township, Warren County,60,3718591132,37,185,91132,461,248
Hawtree township, Warren County,60,3718591432,37,185,91432,1224,628
Judkins township, Warren County,60,3718591684,37,185,91684,712,388
Nutbush township, Warren County,60,3718592340,37,185,92340,2181,870
River township, Warren County,60,3718592688,37,185,92688,1276,1284
Roanoke township, Warren County,60,3718592700,37,185,92700,1147,1453
Sandy Creek township, Warren County,60,3718592828,37,185,92828,1644,793
Shocco township, Warren County,60,3718592940,37,185,92940,1155,584
Sixpound township, Warren County,60,3718592964,37,185,92964,1149,1119
Smith Creek township, Warren County,60,3718592976,37,185,92976,2016,1021
Warrenton township, Warren County,60,3718593896,37,185,93896,4051,2110
Lees Mill township, Washington County,60,3718791768,37,187,91768,2284,1313
Plymouth township, Washington County,60,3718792540,37,187,92540,6240,3261
Scuppernong township, Washington County,60,3718792876,37,187,92876,1422,815
Skinnersville township, Washington County,60,3718792968,37,187,92968,1057,650
Bald Mountain township, Watauga County,60,3718990132,37,189,90132,687,415
Beaverdam township, Watauga County,60,3718990204,37,189,90204,1332,715
Blowing Rock township, Watauga County,60,3718990300,37,189,90300,2913,3658
Blue Ridge township, Watauga County,60,3718990308,37,189,90308,4357,2842
Boone township, Watauga County,60,3718990332,37,189,90332,10697,2739
Brushy Fork township, Watauga County,60,3718990404,37,189,90404,4679,2639
Cove Creek township, Watauga County,60,3718990788,37,189,90788,2951,1591
Elk township, Watauga County,60,3718991008,37,189,91008,749,625
Laurel Creek township, Watauga County,60,3718991744,37,189,91744,2090,2864
Meat Camp township, Watauga County,60,3718992032,37,189,92032,3139,1607
New River township, Watauga County,60,3718992276,37,189,92276,13137,6852
North Fork township, Watauga County,60,3718992320,37,189,92320,202,132
Shawneehaw township, Watauga County,60,3718992916,37,189,92916,835,594
Stony Fork township, Watauga County,60,3718993152,37,189,93152,2420,1246
Watauga township, Watauga County,60,3718993912,37,189,93912,3898,4118
Brogden township, Wayne County,60,3719190384,37,191,90384,19764,8908
Buck Swamp township, Wayne County,60,3719190428,37,191,90428,7704,3029
Fork township, Wayne County,60,3719191136,37,191,91136,10344,3923
Goldsboro township, Wayne County,60,3719191260,37,191,91260,20761,10714
Grantham township, Wayne County,60,3719191280,37,191,91280,3818,1858
Great Swamp township, Wayne County,60,3719191300,37,191,91300,2041,920
Indian Springs township, Wayne County,60,3719191576,37,191,91576,6973,2923
Nahunta township, Wayne County,60,3719192200,37,191,92200,3422,1591
New Hope township, Wayne County,60,3719192256,37,191,92256,16094,6617
Pikeville township, Wayne County,60,3719192492,37,191,92492,2872,1299
Saulston township, Wayne County,60,3719192848,37,191,92848,7490,3207
Stoney Creek township, Wayne County,60,3719193138,37,191,93138,16050,7562
Antioch township, Wilkes County,60,3719390072,37,193,90072,1010,468
Beaver Creek township, Wilkes County,60,3719390184,37,193,90184,530,278
Boomer township, Wilkes County,60,3719390324,37,193,90324,2143,1073
Brushy Mountain township, Wilkes County,60,3719390408,37,193,90408,645,306
Edwards township, Wilkes County,60,3719390976,37,193,90976,6870,3272
Elk township, Wilkes County,60,3719391012,37,193,91012,850,577
Jobs Cabin township, Wilkes County,60,3719391664,37,193,91664,580,451
Lewis Fork township, Wilkes County,60,3719391788,37,193,91788,1466,705
Lovelace township, Wilkes County,60,3719391908,37,193,91908,701,329
Moravian Falls township, Wilkes County,60,3719392116,37,193,92116,3018,1400
Mulberry township, Wilkes County,60,3719392184,37,193,92184,6271,2903
New Castle township, Wilkes County,60,3719392236,37,193,92236,1708,770
North Wilkesboro township, Wilkes County,60,3719392332,37,193,92332,7324,3381
Reddies River township, Wilkes County,60,3719392628,37,193,92628,10421,4812
Rock Creek township, Wilkes County,60,3719392720,37,193,92720,5794,2629
Somers township, Wilkes County,60,3719393024,37,193,93024,995,487
Stanton township, Wilkes County,60,3719393092,37,193,93092,481,259
Traphill township, Wilkes County,60,3719393756,37,193,93756,3028,1534
Union township, Wilkes County,60,3719393820,37,193,93820,1087,726
Walnut Grove township, Wilkes County,60,3719393888,37,193,93888,1104,607
Wilkesboro township, Wilkes County,60,3719394012,37,193,94012,9943,4578
Black Creek township, Wilson County,60,3719590276,37,195,90276,3808,1703
Cross Roads township, Wilson County,60,3719590840,37,195,90840,3656,1662
Gardners township, Wilson County,60,3719591208,37,195,91208,3521,1518
Old Fields township, Wilson County,60,3719592380,37,195,92380,5738,2437
Saratoga township, Wilson County,60,3719592840,37,195,92840,1443,729
Springhill township, Wilson County,60,3719593084,37,195,93084,3168,1398
Stantonsburg township, Wilson County,60,3719593096,37,195,93096,2058,873
Taylors township, Wilson County,60,3719593220,37,195,93220,9536,4288
Toisnot township, Wilson County,60,3719593244,37,195,93244,5262,2391
Wilson township, Wilson County,60,3719594048,37,195,94048,40594,19253
Boonville township, Yadkin County,60,3719790340,37,197,90340,4138,1917
Deep Creek township, Yadkin County,60,3719790892,37,197,90892,3128,1345
East Bend township, Yadkin County,60,3719790952,37,197,90952,3343,1564
Forbush township, Yadkin County,60,3719791128,37,197,91128,4119,1821
North Buck Shoals township, Yadkin County,60,3719792302,37,197,92302,2080,980
North Fall Creek township, Yadkin County,60,3719792314,37,197,92314,1493,705
North Knobs township, Yadkin County,60,3719792321,37,197,92321,4460,2136
North Liberty township, Yadkin County,60,3719792322,37,197,92322,5991,2576
South Buck Shoals township, Yadkin County,60,3719793030,37,197,93030,1390,567
South Fall Creek township, Yadkin County,60,3719793034,37,197,93034,2497,1145
South Knobs township, Yadkin County,60,3719793041,37,197,93041,1686,792
South Liberty township, Yadkin County,60,3719793042,37,197,93042,2889,1398
Brush Creek township, Yancey County,60,3719990400,37,199,90400,568,362
Burnsville township, Yancey County,60,3719990456,37,199,90456,4491,2488
Cane River township, Yancey County,60,3719990492,37,199,90492,1870,991
Crabtree township, Yancey County,60,3719990804,37,199,90804,3381,1695
Egypt township, Yancey County,60,3719990980,37,199,90980,768,637
Green Mountain township, Yancey County,60,3719991312,37,199,91312,607,395
Jacks Creek township, Yancey County,60,3719991612,37,199,91612,1905,992
Pensacola township, Yancey County,60,3719992476,37,199,92476,629,558
Price Creek township, Yancey County,60,3719992572,37,199,92572,1476,1148
Ramseytown township, Yancey County,60,3719992616,37,199,92616,461,290
South Toe township, Yancey County,60,3719993056,37,199,93056,2314,1674
